MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Label
-407.8477,113.633125,42.381836,22.886837,14.633549,2.9365537,2.2154663,0.010135814,-0.5925702,-0.37064707,-1.7061418,-3.6474116,-2.7964368,0
-319.11322,77.94058,31.430347,30.212837,12.150739,-7.6228423,-1.2405138,-8.556044,-0.96385354,-1.5960039,2.101736,4.0479603,-2.929044,0
-387.6486,91.19575,43.38068,31.849335,22.522863,-0.18054001,-3.2922952,-7.773715,1.5530636,4.4307513,-2.090363,-0.48544618,-0.77509487,0
-368.75464,82.38753,44.078655,30.977491,20.120611,-1.0010555,0.17459649,-2.7146196,-1.0916204,-0.06206387,-1.7690955,-0.4400838,-1.5696993,0
-339.48407,86.60113,33.386692,28.016968,13.119909,-7.575548,-3.1936662,-8.1313305,2.4240468,0.6057828,-0.27715117,0.6758153,-3.6192832,0
-343.81003,83.977745,34.683994,33.2048,17.422028,-9.605769,-6.012018,-6.102732,0.63933593,0.04196392,1.444131,4.12368,-2.317624,0
-398.5219,88.15973,52.097607,32.278374,21.918518,3.3371224,1.2812386,-2.5786302,0.0863327,-0.1464182,-0.10017667,-0.97935945,-2.622683,0
-284.1722,83.214386,18.095806,21.644789,-5.458003,1.5768598,4.1145706,-13.950051,0.65575594,-1.9158466,3.5635796,3.6164277,-2.0842218,0
-376.87,99.826485,41.788277,25.657366,9.961941,4.45201,0.73954403,-7.8430023,0.92026484,1.876314,-2.287491,0.1322138,-0.22743858,0
-347.314,95.696175,34.581207,25.22458,9.955265,0.9782087,-2.6034882,-8.616584,1.1748874,0.4556559,-2.326162,0.34769428,0.787753,0
-356.797,91.561966,37.49609,23.564215,13.501776,2.3856668,0.8566593,-6.449444,-0.94328374,-0.28702754,-0.5779286,-0.2799572,-1.1349524,0
-352.684,101.11152,33.023067,24.691006,7.52437,2.3469179,0.82194805,-9.732029,-0.5515957,0.62881845,-0.18604527,1.3374292,-0.03591262,0
-404.57953,102.54826,47.29338,26.06237,14.259453,8.129265,1.6986814,-4.8104115,-1.0700358,1.078078,-0.5659886,-0.467467,-1.3973399,0
-233.46104,65.584175,15.849706,23.468508,-7.1251225,-4.249055,-2.8848317,-6.51087,-2.707734,-4.83487,-4.909613,-2.838218,-8.292047,0
-377.494,103.96707,37.038494,33.88441,7.949236,-2.2991676,-2.168757,-1.7606844,0.5192559,-1.2774569,-2.0328147,-1.9800813,-4.5535464,0
-402.72714,99.61124,49.007923,39.20665,10.835013,4.364767,2.6169279,-2.5740142,-0.32687536,-1.437568,-2.8745372,-2.589201,-3.3385787,0
-337.05652,87.81806,30.014656,33.68985,6.560076,-1.1290723,1.835323,-2.777975,-3.616776,-3.2326095,-2.0767643,-6.38128,-8.318771,0
-381.9403,102.49343,43.541912,34.66319,9.175021,-0.35895643,-3.725708,-3.7731314,0.80458903,-0.53191835,0.1865526,-0.9884952,-3.7486706,0
-406.4273,103.961395,48.12867,36.913223,12.088218,1.1999393,-2.4358168,-0.3498073,0.42080677,-0.9127835,0.26718897,-3.0070186,-4.848214,0
-255.3002,77.17642,14.425432,22.25271,-4.573299,4.0191927,-3.25782,-9.704617,2.8212104,-3.5824752,-3.0078683,-3.585149,-10.339885,0
-278.72565,90.49744,4.7718477,11.550929,3.7572923,8.638813,-2.810732,-8.78574,1.4395882,2.2257907,-5.7329845,-5.6074023,-8.808632,0
-247.2899,87.448746,0.5333519,8.405498,-3.1358745,9.25824,-7.169151,-8.875589,4.9810247,-4.2610765,-7.5341487,-7.0500975,-11.303844,0
-407.13303,107.3697,50.480347,24.830782,9.748152,10.347721,1.757949,-6.066117,-0.53249,1.4724909,-1.0955974,-2.905316,-5.3856106,0
-402.4365,113.02486,40.916447,19.436485,11.788537,12.603495,5.8991704,-5.097372,1.9448668,5.0894856,-1.5816252,-3.793958,-5.137973,0
-350.87137,101.79096,30.749376,17.49166,6.507963,11.413987,1.4164393,-5.9068503,0.09443216,0.45029986,-3.932087,-4.5196075,-4.961545,0
-291.74588,72.96825,16.208792,20.468407,4.5909452,7.190273,-1.8985832,-10.501844,3.7368343,-7.223239,-7.44767,-1.806162,0.31912136,0
-439.06558,105.29919,56.41242,29.846354,19.955603,11.464417,2.6865177,-0.62725234,1.3304154,0.7630317,-1.6961542,-4.8598194,-4.5921993,0
-427.62323,106.89694,49.749466,27.189497,20.06595,11.58754,2.5384877,-2.2756855,1.767868,2.445853,-2.2464364,-4.5445404,-4.295945,0
-250.15492,65.46024,1.7617793,21.393827,0.5224461,1.6510019,-1.8909539,-8.183442,6.1689286,1.1746365,-10.168009,-4.3009243,-6.8778796,0
-396.4521,105.51993,37.746185,25.138885,18.192112,7.7806873,1.1688124,-0.33122125,0.95650125,2.1081245,-1.6463878,-4.539463,-4.244446,0
-360.27975,106.770836,26.31946,22.264034,11.533853,6.12038,1.1005366,-6.0956373,3.5597014,4.4499817,-3.6696253,-4.783077,-3.5265257,0
-398.61234,108.25364,41.05171,24.940006,12.820739,5.9360123,-0.13369171,-2.9332495,2.4833276,3.9990084,-0.7529534,-5.2113576,-3.5067186,0
-414.40704,107.53887,42.008606,23.788385,19.608696,11.267337,2.22098,-1.4429592,0.7614634,1.2899874,-1.5761281,-5.655907,-4.0239234,0
-418.6338,111.215996,47.174038,24.579945,15.133496,8.915966,3.2953444,-3.2337062,3.8211129,2.5438132,-2.8646472,-4.3071575,-3.611863,0
-419.58267,106.89165,47.333694,26.974295,17.927347,9.858282,2.783932,-0.24917728,2.5456529,1.1347649,-2.0646968,-6.4593163,-5.3721795,0
-200.398,72.32198,0.36366335,16.840614,-15.207795,0.14847305,-5.552358,-17.340818,-0.008995597,-8.0008135,-10.869524,-9.998075,-5.81326,0
-380.97827,113.57425,37.170834,28.047907,13.492566,3.5375316,-1.7357249,-5.8176203,-1.9083383,0.6821317,-4.2137194,-5.7445903,-4.112266,0
-409.6261,102.532166,49.989838,37.443798,14.031205,10.598931,2.7722733,-2.8380556,1.506731,-1.4388207,-5.0640335,-5.162889,-4.4981327,0
-337.64462,94.3189,27.307339,36.980022,7.309522,0.39873925,0.54139155,-6.264559,-2.5438883,-1.6551546,-3.3734877,-5.002924,-6.0568347,0
-372.33203,105.0179,34.372272,32.57927,9.550821,5.082042,-1.4663345,-4.7652845,2.148689,1.3528477,-2.3806207,-5.820051,-2.3219137,0
-408.21744,107.251465,50.04077,36.615612,14.909596,8.535662,-0.265657,-4.439724,0.49954566,-0.75161725,-3.2391987,-7.847866,-5.5546656,0
-259.1266,80.556175,15.172765,28.331762,-2.9588375,-2.5235927,-2.3253837,-9.315519,-1.1977298,-3.276134,-3.6148458,-4.4641623,-6.847077,0
-388.17834,102.03953,39.192482,32.730232,13.81089,1.0154034,1.6329557,-1.706513,0.6255066,4.0563703,-3.9014072,-2.9874609,-5.918954,0
-387.62573,96.56751,45.464012,33.567196,11.873664,4.5695524,1.9241793,-0.8199382,2.5112143,-0.019725835,-4.8347645,-3.2213361,-5.5930333,0
-265.6522,88.01166,12.539105,29.452196,-3.3039513,-8.2915745,-2.5834227,-13.228951,-2.955797,-5.321464,-6.0032206,-2.5798397,-2.6900952,0
-374.4718,109.50064,38.711178,33.755764,7.4968433,-6.3320527,-3.827663,-0.69064766,1.8546147,1.5653509,-2.8798115,-3.7315865,-2.8558922,0
-405.85983,104.446686,46.599968,34.415066,14.35176,1.275811,2.50997,-0.44387016,0.06726924,-0.14114203,-2.9448955,-2.3054068,-5.317665,0
-264.42233,79.718704,27.531147,21.61074,-7.5800943,-4.6710176,-2.2257538,-10.414062,-2.1339438,-4.1464496,-2.5002065,-6.0765147,-7.89823,0
-386.76764,98.338684,49.12722,30.659014,15.567763,-1.5925428,-0.7364265,-1.6819044,-0.2855433,0.78762656,-2.4933705,-1.678196,-2.9956079,0
-408.62924,95.387985,53.621605,34.50102,16.315466,3.7743208,5.0495563,-1.671854,-0.14006475,0.7268252,-5.0823183,-4.2573233,-6.3711357,0
-310.9581,84.06415,35.617847,26.31728,2.7145917,-8.648626,-1.8673098,-9.767526,-2.997614,2.165984,-0.7277514,-2.5391064,-7.4330773,0
-386.43158,103.96844,49.345222,34.4548,10.193367,-5.127962,-0.37649125,-4.0249376,-2.12249,1.5615216,-0.11993805,-3.4722316,-3.379143,0
-423.61703,99.37308,56.707375,34.252773,19.362864,5.996861,5.760151,1.6806848,-0.29636383,1.2691222,-2.1208878,-4.446299,-5.6589518,0
-161.48567,67.45661,-9.611501,8.51576,-17.169907,0.9043374,-5.842542,-16.122055,0.6299468,-7.3917747,-5.8897367,-6.4538174,-9.706365,0
-379.55627,120.72188,40.516354,21.518957,7.471631,3.8288782,0.22000861,-6.2770457,-0.151349,-1.113766,-3.181862,-6.7017374,-6.17344,0
-396.4941,110.52749,41.209656,29.233673,14.390884,6.2071815,-1.6841013,-2.208041,4.1204677,-0.66400534,-2.5495963,-5.2073646,-5.0213003,0
-314.50888,101.189476,23.098375,25.82666,0.38564843,0.20468426,0.26197737,-11.473593,-1.1630033,-0.23368342,1.2636327,-3.6221209,-8.728084,0
-349.8043,116.76624,30.628645,20.315434,1.1683564,3.516263,-5.954568,-7.4961934,5.9793963,3.270558,-1.371903,-4.781644,-3.0719206,0
-387.2159,115.55623,39.005104,24.922838,8.662495,8.652915,1.5414548,-5.361329,2.6934829,-1.55901,-0.18214351,-4.5670185,-6.95532,0
-249.13614,92.73189,16.896887,17.622778,-4.4527354,-9.047237,-5.187441,-10.621403,-0.78811216,-4.9597163,-5.4633036,-5.164598,-9.266304,0
-388.10587,109.8709,38.8091,26.1297,16.554941,0.25900492,-3.6606562,-6.1378284,0.5141633,2.5528538,-3.618793,-3.7041502,-3.3133657,0
-399.50964,97.919266,46.209618,30.021805,16.007494,7.2749863,4.4014974,-0.97670585,0.92156017,0.21363729,-2.1497624,-2.4368107,-5.5135555,0
-359.2963,107.51788,36.410423,25.277077,10.756612,-4.0340247,0.46350068,-6.1783957,0.16291653,-0.15657075,-5.0542183,-5.5110917,-6.776615,0
-393.85034,108.56009,46.47298,26.086634,12.893094,5.019261,-2.2669609,-5.225389,2.5510955,2.2146256,-3.735719,-3.7385972,-0.28927442,0
-404.6718,99.687065,47.014595,28.314537,19.862156,4.68585,4.2301197,-1.6242268,2.755324,1.0882457,-4.6452203,-3.0672045,-3.157156,0
-204.80882,77.07596,18.314175,20.149517,-21.6302,-2.778268,0.73734957,-17.89414,-3.2031183,-9.589746,-4.975748,-7.473258,-9.860823,0
-386.33456,115.132805,46.62273,23.462343,5.7588987,2.8862965,-0.17270875,-4.351906,-1.3614296,-0.5727901,-3.0865088,-6.7869115,-4.933728,0
-406.4228,105.49256,48.429375,32.53762,13.957579,6.951244,1.5081503,-2.0095623,-1.2541991,-2.3394585,-0.5984979,-4.3465576,-4.8546762,0
-280.95706,94.32025,25.45601,25.12194,-11.419077,-6.2608857,1.3819419,-13.250138,0.081104726,-9.395908,-6.9451103,-0.86580235,-6.335817,0
-386.8681,107.04264,45.430714,31.31386,7.613951,4.530052,-0.5466018,-4.745129,-0.59310263,-0.8249136,-0.8077781,-3.9711695,-4.2019224,0
-412.26004,111.543015,52.755714,29.548784,10.361215,6.020282,-0.7104148,-3.1932828,-0.6955426,-1.2246556,0.7085421,-3.0953557,-3.2033968,0
-216.83673,66.66083,19.709736,9.578826,-22.523825,5.0596166,0.121147536,-11.282345,4.965774,-10.469561,-6.384418,-4.7773204,-5.583665,0
-395.40457,106.30526,52.576347,28.088566,4.537817,2.8743496,-1.4371041,-4.4910345,3.3738663,0.4569952,-4.004462,-2.8854563,-4.551593,0
-399.5164,99.07449,49.65311,30.701511,11.020031,7.014919,6.1710596,-1.6932153,1.5424317,-0.8829459,-3.3687115,-2.8877704,-6.912765,0
-307.6513,82.1017,39.322792,26.535572,-7.107505,-1.6399872,2.7329822,-9.268173,0.47552776,-2.6623104,-2.95769,-0.1316235,-7.1524134,0
-371.43362,105.94622,42.785553,29.723164,2.2277246,1.5497831,-0.05432123,-7.716791,1.3519802,1.6804396,2.3476286,-1.2200572,-5.026662,0
-414.3312,106.74213,56.63498,30.228909,11.352955,6.4031115,3.250288,-3.0042906,0.9419926,0.06382095,-1.133913,-3.429119,-6.5536394,0
-256.46445,74.97344,19.093294,28.289696,-0.83460146,-3.5449338,0.57839185,-9.049992,-4.002995,-0.95143753,-3.8304691,-6.2714553,-8.518223,0
-362.14145,106.40827,35.146206,25.889927,13.784617,-0.65106034,-3.025965,-2.7038054,0.6139871,-1.886877,-5.116478,-3.7021954,-1.9681429,0
-365.6361,97.23173,37.88712,29.401478,13.365109,-0.6372362,-1.9431535,0.0018330158,0.18560524,-1.3431088,-2.563592,-4.550762,-6.322214,0
-342.51596,97.15142,26.747139,25.639408,11.537551,-0.0807668,0.9946023,-1.4375004,-1.4060165,-2.0312355,-1.0007657,-0.9702608,-5.2280655,0
-365.59155,107.52956,33.146084,27.578703,11.590094,-0.3369001,-3.858285,-1.5731449,5.2135367,0.30535394,-2.1664681,-2.3310337,-2.452657,0
-415.1368,103.262764,47.252373,34.077057,19.271591,4.258263,3.7528725,0.5313522,-1.9763656,-0.5962898,-0.8644751,-3.5508196,-4.9600115,0
-246.63399,52.95797,24.353613,21.06919,-0.053957175,-6.341244,-2.6701617,-3.6873624,-4.2071986,-4.6431947,-5.106182,-3.8395224,-5.074406,0
-390.96606,88.847694,52.06624,31.023909,20.127352,1.3412186,0.30006558,-3.019981,0.5380859,0.38136554,-2.1031942,-0.14364825,-4.2359266,0
-399.63388,82.36895,51.8884,31.763638,22.067354,3.569185,5.323616,1.6778666,0.7204006,1.7560673,-1.6131505,-1.3445619,-5.76436,0
-309.199,68.31161,30.52813,27.450666,14.803609,-5.320282,-0.75047755,-2.9050376,0.49200785,-0.11527721,-3.3645375,1.2712339,-8.66628,0
-376.96002,86.03535,51.94271,34.229103,17.531765,-2.949222,-3.8543553,-4.827972,-1.1221817,-0.68498904,-1.8550104,0.13135462,-3.750538,0
-391.81598,80.67796,58.415348,30.850784,23.976776,0.34585235,1.2973715,-2.5089097,-2.8845048,0.8872304,-3.6986344,-0.6486531,-5.7148814,0
-218.83022,67.825226,20.785706,15.786914,-12.8891,-2.8731465,-1.3067445,-13.703965,-1.8188915,-3.8069599,-3.4840038,-4.7517796,-9.089581,0
-367.50403,106.06495,42.378025,23.043987,6.657749,1.536971,0.09057802,-2.62345,3.4222927,-0.0385558,-1.5688646,-1.1166638,-5.351043,0
-404.53293,97.72853,53.056793,32.031414,17.176243,7.993475,2.6560862,-3.0610864,1.1029147,-0.88560903,-2.0555038,-2.2428257,-5.367259,0
-262.94348,65.65512,21.555462,17.395632,0.66393757,0.42393675,-0.61092806,-14.39517,-1.7728204,-6.708275,-5.342447,0.98373234,-3.3331566,0
-355.75876,100.32707,40.800297,23.60867,4.505549,1.5454062,0.4283102,-8.111439,3.922393,2.129686,-0.5836902,-2.0879457,-3.8937461,0
-367.50403,106.06495,42.378025,23.043987,6.657749,1.536971,0.09057802,-2.62345,3.4222927,-0.0385558,-1.5688646,-1.1166638,-5.351043,0
-241.2874,70.76347,12.168061,28.972292,1.4789752,-15.12263,-0.6892577,-7.4850116,-5.267563,-1.6201757,-5.9826717,7.330083,1.1792114,0
-391.75253,98.96011,42.59015,39.747,11.378185,-0.65169996,0.5865692,-3.0845387,-1.626491,-3.0683956,-1.4041957,0.09979496,-3.068309,0
-343.44678,92.29556,31.717337,35.41158,11.9503145,-4.3340893,-1.2954609,-5.65358,0.14756043,-2.1874871,-4.2065616,2.5519855,-1.4275879,0
-347.56415,94.52307,33.49286,35.720726,11.307002,-7.238245,-2.0568838,-2.4347043,-2.3328605,-2.644629,-3.1741562,1.7672467,-2.830877,0
-361.06262,99.386536,30.21833,35.475952,10.117808,-5.044343,-1.8117315,-5.3445864,-0.19786274,-1.3386182,-3.7556727,3.0142045,0.45220536,0
-384.17215,102.513756,35.26563,37.941658,9.69453,-5.4243865,-1.6703176,-2.8845518,-0.6516234,-1.986575,-3.4986613,2.9053957,-0.4494771,0
-180.4783,59.307037,-1.4418064,19.209051,-9.708413,-10.814104,3.5423076,-15.2270975,-7.040716,1.3163861,-7.7860494,1.9062735,-2.237848,0
-303.14334,89.45959,15.255603,22.871382,2.3983839,-1.6765873,0.19576797,-6.8139925,-0.76034945,3.4500015,0.11404991,-0.041327048,0.25581962,0
-273.81137,88.23602,12.609762,19.987673,-7.86284,-3.379594,2.8018844,-12.119554,-1.0279186,4.6381545,-1.7860695,1.1531981,-0.9156089,0
-314.47232,91.886154,19.2226,21.281464,1.2480189,2.324138,3.0230887,-8.1311655,-2.8667643,3.9248638,-0.81879616,0.55452526,-2.3925552,0
-384.35077,107.013885,36.027107,22.583355,7.7393003,5.348125,4.1799583,-4.9283867,-2.8604662,4.362286,0.22835632,-2.6420588,-0.089690976,0
-319.3464,97.14846,20.990887,20.448421,-2.4033082,3.1704519,5.3275127,-10.576272,-3.086893,5.201849,-0.503669,-0.107592314,-1.7345353,0
-290.1163,79.90876,13.623851,26.38084,1.4752772,-2.553572,-3.0563955,-5.591458,2.9514492,0.8851505,-1.5335741,2.3333802,-0.14848644,0
-386.19513,105.52726,36.43122,22.979979,6.0174026,4.8203025,0.24962331,1.0078732,0.524722,-0.97266036,2.3591642,-0.6359007,-0.56024563,0
-405.06097,105.31876,47.256065,26.195614,8.986815,7.062781,3.3204226,-3.3068402,-2.5420291,0.6724461,1.8285466,-1.5236553,-2.4013355,0
-248.2558,67.928085,8.348716,31.437012,-3.4158762,-9.719029,2.816597,-10.221119,-4.0868244,0.6480984,-2.7768075,3.5443485,-3.1413186,0
-362.65945,101.56056,35.28223,23.523632,3.891438,4.646988,5.669526,-8.757535,-6.510169,3.3845367,1.0779228,-1.4959642,-3.5796862,0
-359.5665,96.02191,35.313225,26.145105,6.22511,2.8606203,6.44143,-9.346681,-3.9126806,5.33696,-1.8082778,-2.6900759,-3.9728048,0
-374.10413,107.986404,37.73187,23.583439,4.8139415,2.5484998,0.7123655,-7.450449,-1.974185,2.8030834,0.13206704,-2.0062351,-0.7561449,0
-410.88254,112.09861,46.774784,29.360632,12.711006,4.1817393,3.2916913,-3.9039793,-5.883203,3.513839,4.2018046,-2.957103,-0.89324623,0
-410.68625,109.492775,46.235542,25.022057,10.4170065,5.1192884,1.0814921,-3.1970952,-2.8665953,1.8990567,3.7361474,-2.4804425,-2.4465606,0
-414.13004,108.899155,50.470768,24.220613,10.240264,8.263799,0.6648027,-2.488044,-1.552437,1.4285367,3.4177365,-2.2699919,-1.6276448,0
-285.5238,88.71473,18.745975,37.0121,-7.4197464,-6.554588,9.546744,-13.056979,-1.9379457,-3.6990259,-4.928519,0.1913414,-1.739427,0
-364.65988,102.417305,27.221582,41.375465,2.3507276,-1.813924,11.342205,-7.4214916,-8.47641,-1.801376,-0.99160767,-2.5587304,-2.1681454,0
-353.36826,101.60493,27.383764,40.142834,6.960412,1.5305439,2.538004,-10.597185,-0.015013353,-4.050964,-3.3197765,-0.23753996,-2.7563725,0
-310.6449,97.36245,22.940908,33.739132,-1.4631697,-2.3487453,1.7252183,-15.532386,-3.6777296,-8.0463295,-1.4220034,-0.6563043,-3.1921895,0
-335.23508,101.93488,24.506811,39.23535,3.1182344,-1.70156,3.2696774,-9.928359,-4.917562,-6.6469307,-0.86050016,-0.6902804,-4.1590343,0
-396.5368,108.378914,38.82145,34.505535,11.743558,2.995928,0.18496446,-4.61907,-2.104211,-4.4835305,-1.0267441,-1.1908265,-2.4804957,0
-324.66608,92.25715,21.623182,36.539333,8.268216,-7.372609,0.34287706,-3.018828,-1.2031785,-1.5056124,-3.9013631,2.8085072,-1.965538,0
-357.94455,96.35919,28.972061,36.609833,7.7319703,-1.3706864,-1.8206917,-7.261887,2.5320241,-0.78862697,-3.2229433,1.1583171,-2.2980669,0
-277.83624,96.0843,13.080554,28.944763,4.6874504,-7.6261244,-6.1252346,-10.623406,-0.423452,-5.7859516,-3.1868126,1.5838954,-4.038198,0
-311.91965,99.03728,19.664227,36.538456,6.677311,-12.845873,-4.581713,-7.3598127,-3.217623,-3.7096882,-5.136934,3.4932137,-1.0920253,0
-309.3861,100.17057,14.853918,35.566154,3.6833017,-10.035094,-4.411365,-7.6662235,0.405606,-3.671304,-2.453735,1.0163752,-2.18076,0
-419.00275,109.59674,46.69814,31.458364,13.391932,4.650354,-1.2332131,-3.1016603,1.5326971,-1.2297332,-1.8762705,-0.35124466,-0.24127044,0
-295.9614,86.29376,31.79761,32.06173,-2.7867463,-10.349882,2.0134425,-9.870596,-4.03666,-5.2618775,-4.4354386,2.9999175,-1.0561641,0
-389.24335,99.31799,46.523457,32.04674,10.06038,1.9914412,-1.7070918,-4.6613574,-1.2207092,-3.492679,-1.0075871,0.023161959,-2.1646738,0
-369.14972,103.32538,41.695198,30.790533,11.722565,0.798872,-4.1043186,-7.609546,-1.3412806,-5.069053,-1.3010335,-0.100809865,-2.2710478,0
-331.222,97.80941,37.860523,30.029978,8.368778,-9.230474,-4.558657,-7.6279736,-3.4658978,-5.005665,-1.7152724,2.720076,-3.097889,0
-342.27655,92.99283,37.804054,35.197567,5.645829,-7.8120084,-3.794289,-8.489414,-1.3798963,-4.8888316,-2.7491863,0.73070765,-3.1968482,0
-409.40457,105.89844,51.691246,33.612953,8.248378,2.780648,-0.35615772,-3.2758248,-1.8690951,-5.501915,1.0156002,0.6120921,-0.7683113,0
-257.29562,94.6674,6.3740783,23.3297,-9.494325,-4.7239714,8.878279,-12.802641,-3.080249,-3.6462502,-4.541556,1.0492936,-1.5728167,0
-390.21487,107.50716,37.26384,29.137789,7.9845853,3.8726199,6.382765,-4.562093,-3.6558146,-1.4195806,-1.2104229,-0.14953914,-0.86713046,0
-380.33252,112.762024,37.364418,25.48369,6.451257,7.1713967,5.000581,-6.234875,-1.7140025,-3.012118,0.73391074,-0.3622253,-1.5823289,0
-309.05283,106.0118,19.87104,22.285635,-6.982131,-0.63655967,6.3205853,-12.03161,-0.7172297,-5.827679,-4.8578377,2.5192776,-0.79425263,0
-325.40317,112.74985,21.832996,25.348063,-7.527013,-2.0065482,7.00944,-12.057726,0.37900522,-4.796206,-2.8101528,3.6762688,-2.0579214,0
-404.9604,117.964264,43.81948,25.438261,8.989986,4.0002956,-0.48615703,-4.2418327,0.05932714,-3.7924685,0.10689221,1.2180804,0.26121756,0
-266.70102,88.60258,14.149872,22.609438,4.9033856,-8.452817,-2.1424024,-8.806728,-5.6063275,1.1100241,-5.100206,0.62076044,-1.1124111,0
-369.9953,97.53013,40.25352,23.883373,13.708306,4.343125,-2.9681048,0.5839467,-0.069260165,-3.0199735,-0.9469107,-0.57093275,-1.0340923,0
-368.22812,103.88787,40.081413,21.763754,14.120456,5.7787814,-3.7761881,-4.852784,-3.6894362,-0.83706814,0.913948,-0.7117527,-1.370012,0
-327.4867,103.83734,30.6278,21.906332,6.043937,-0.13477895,-2.6252174,-10.513835,-2.8430367,0.37007168,-1.3239639,-1.5726105,-1.7919968,0
-324.16983,100.96902,23.503277,23.47335,5.89771,-0.06054621,-3.1972134,-8.333772,-3.5018096,2.0714712,-1.506473,-1.899481,-0.7944318,0
-407.9822,106.1356,51.454178,27.081059,12.468594,5.5209117,-2.9881272,-2.6474247,0.5360566,0.8634116,-2.5001256,-0.35674602,1.8161166,0
-281.62488,92.5925,27.902145,31.585835,-12.774885,-7.8363156,6.517279,-14.712913,-4.09115,-5.585603,-4.730619,1.7441808,-0.21805587,0
-377.0782,113.369644,43.43876,28.557068,-1.077522,0.7005242,0.5086039,-10.0566225,-0.9487589,-4.594715,-1.6681277,0.09350498,0.039296962,0
-403.96182,113.25078,48.38655,25.302946,8.170785,5.9560466,0.085371636,-4.1470814,-0.5343194,-4.0936165,-0.26453292,-2.2204971,-1.0830338,0
-304.77963,112.20763,29.269173,22.406624,-9.438429,-5.0774026,-1.670773,-14.18681,-2.133041,-9.713045,-1.7287121,-0.5937406,-2.2287934,0
-333.64413,107.3364,34.998642,32.86969,-4.5905433,-5.326408,2.3920033,-13.195855,-5.137121,-6.282608,-0.7995091,0.39966533,-3.2454617,0
-393.53564,120.968956,47.483475,22.171179,3.8077307,2.1782477,-1.0313448,-5.163554,-3.0233965,-4.1384788,1.162704,-1.2290726,0.54840076,0
-250.5364,79.274895,26.925192,25.642982,-15.054806,-7.469892,5.8214626,-13.160572,-2.7884076,-5.2624598,-5.464906,2.7662692,-0.084635906,0
-388.8451,100.687096,54.03871,28.555674,1.997556,3.9579875,1.8238447,-7.4437227,0.65130776,-3.2460241,-2.7195516,1.2398485,-2.150421,0
-372.42978,109.09997,48.781975,27.446257,1.4038451,2.094661,1.5865698,-5.299826,2.2633007,-5.02913,-1.4441758,0.6924445,-1.1150682,0
-301.36948,98.39509,33.8502,20.245592,-9.3486395,-2.9600317,1.1762899,-13.645715,-2.5108883,-6.5779343,-4.3495207,2.5064955,-0.10466126,0
-326.45148,96.95214,36.59834,28.985237,-5.6204157,-2.0175788,2.8956156,-11.069706,2.0393553,-8.232708,-2.3291926,4.310024,0.72871166,0
-404.6656,110.773056,50.27894,30.32818,7.644648,3.9805334,0.34217975,-4.4492664,-1.8509642,-6.3755035,0.30427432,1.0522162,-0.9137353,0
-252.81827,73.492836,3.925017,33.26195,9.077954,-14.216914,4.7469106,1.8950424,-7.824215,0.6653745,-7.8306704,1.5045142,-0.09668516,0
-341.6701,92.37123,27.913246,34.731686,9.707446,-4.887887,-4.363718,-1.5881251,-3.5411932,-0.2561167,-3.104622,-2.691448,-2.4200644,0
-351.9594,93.10602,29.046652,33.968292,12.698384,-0.6874347,-5.32419,-2.6307087,2.624363,-1.7962027,-3.0494158,-1.2379524,-1.6051954,0
-275.70712,84.19793,14.085657,29.523853,3.993404,-12.597293,3.0161324,-1.7509931,-3.708649,-2.2877245,-8.677107,0.7454595,-0.20812592,0
-335.35913,99.99802,19.562891,31.924997,7.505715,-10.04074,-3.5121226,-1.9599459,-0.39821637,2.667035,-4.942651,-1.0889603,1.3073077,0
-402.3566,112.00249,44.020813,31.906425,13.710052,-0.7206551,-2.892156,-2.4498692,-1.6145502,1.0186347,-1.6079755,-2.9734578,-0.85771847,0
-309.9736,69.72233,36.83941,28.113806,9.374211,-3.993527,-2.219056,-5.722006,-2.28744,-4.305326,-3.7540352,3.1962044,-0.72981465,0
-384.15884,78.93501,53.986843,30.908442,15.334957,6.732759,0.45575896,-3.5460253,-2.4259949,-1.5944041,-1.2487533,-2.0394425,-1.3894106,0
-376.58,83.93756,49.9164,32.418182,14.926485,5.7027216,-2.3896399,-4.7942123,-2.5751941,-4.872746,-1.3760679,-2.2786465,-0.7739417,0
-328.04843,78.9687,40.88931,30.031515,13.247623,-4.736283,-2.4205093,-5.394617,-4.53532,-2.9506311,-6.1610093,1.9901354,-1.3695552,0
-330.67862,75.656364,44.746693,34.573444,13.627622,-4.5556693,-7.271904,-5.6527543,-6.025875,-3.3933837,-2.310238,0.75325096,-0.6148659,0
-392.53772,86.00301,56.24298,33.775433,12.921117,6.4784193,-5.5305567,-3.297236,-3.534224,-4.2131395,0.63241357,-1.5948213,-0.9871422,0
-257.25623,70.96377,22.921381,23.587208,-4.0928025,-6.116609,0.6881216,-9.645392,-2.6217506,-3.4935174,-3.684168,1.2181455,-0.8180667,0
-371.81046,97.53112,42.21005,26.740774,3.4768853,5.3753033,0.376146,-4.7207685,0.5497556,-2.6246269,-0.68585086,-0.1777457,-0.09176312,0
-366.96448,100.47576,40.843674,28.399118,6.802427,-0.2679339,-1.26025,-5.6101284,-0.82987994,-1.9996189,0.5869475,1.4400622,-0.3768549,0
